street,hero_hand,spr,in_position,num_players,board_texture,action_history
river,Kc5s,10.0,0,13,rainbow,C
river,Js2s,10.0,0,13,rainbow,C
river,Ah3h,10.0,0,13,rainbow,C
river,3sKs,10.0,0,13,two-tone,C
river,AcTd,10.0,0,13,rainbow,
river,7d7s,10.0,0,13,rainbow,
river,ThAh,10.0,0,13,two-tone,C
river,6d6s,10.0,0,13,rainbow,C
river,4dKh,10.0,0,13,two-tone,
river,Ah9h,10.0,0,13,rainbow,
river,Qc9c,10.0,0,11,rainbow,C
river,9cJs,10.0,0,11,rainbow,C
river,Td8h,10.0,0,13,rainbow,
river,KdJh,10.0,0,13,rainbow,C
river,Ah6s,10.0,0,13,rainbow,
river,AhKh,10.0,0,13,two-tone,
river,4hTh,10.0,0,13,rainbow,R
river,8dKs,10.0,0,13,two-tone,C
river,4d5d,10.0,0,13,rainbow,C
river,Kd8d,10.0,0,13,rainbow,C
river,TsAs,10.0,0,13,rainbow,C
river,TdQh,10.0,0,11,rainbow,C
river,KcKd,10.0,0,12,rainbow,
river,Js8c,10.0,0,12,rainbow,C
river,JdTh,10.0,0,13,rainbow,R
river,ThAc,10.0,0,12,rainbow,C
river,TsQs,10.0,0,12,rainbow,C
river,Kc3s,10.0,0,13,rainbow,C
river,QsQh,10.0,0,13,rainbow,
river,AhTh,10.0,0,13,rainbow,C
river,Ac8c,10.0,0,13,rainbow,C
river,2d9h,10.0,0,13,rainbow,
river,JdTd,10.0,0,13,rainbow,C
river,AhQc,10.0,0,13,rainbow,C
river,3dTs,10.0,0,11,two-tone,
river,3s4d,10.0,0,13,rainbow,C
river,KdQc,10.0,0,13,rainbow,C
river,9hKd,10.0,0,13,rainbow,
river,6d4d,10.0,0,13,rainbow,C
river,KdAd,10.0,0,13,rainbow,C
river,9c9d,10.0,0,13,rainbow,
river,7hKs,10.0,0,12,rainbow,
river,KsJc,10.0,0,13,rainbow,C
river,8dAd,10.0,0,13,two-tone,C
river,9hAh,10.0,0,13,two-tone,C
river,QsQc,10.0,0,11,rainbow,
river,JdAc,10.0,0,13,rainbow,C
river,8s8d,10.0,0,13,rainbow,C
river,3c3s,10.0,0,13,rainbow,C
river,TsAc,10.0,0,13,rainbow,C
river,5c9c,10.0,0,13,rainbow,C
river,KdTs,10.0,0,13,rainbow,R
river,QhKh,10.0,0,13,rainbow,C
river,AhKd,10.0,0,12,rainbow,C
river,7sJs,10.0,0,12,rainbow,C
river,8s8d,10.0,0,12,rainbow,C
river,JcKs,10.0,0,12,rainbow,C
river,9h9c,10.0,0,12,rainbow,C
river,JsJh,10.0,0,13,rainbow,C
river,KcQh,10.0,0,13,rainbow,C
river,Ad5s,10.0,0,13,rainbow,C
river,TcJh,10.0,0,13,rainbow,C
river,7s6h,10.0,0,13,rainbow,
river,TcJc,10.0,0,12,rainbow,C
river,9h2h,10.0,0,6,rainbow,
river,9dJd,10.0,0,7,rainbow,
river,9sQh,10.0,0,9,two-tone,C
river,QsQc,10.0,0,13,two-tone,R
river,AsQd,10.0,0,13,rainbow,C
river,TsTd,10.0,0,13,two-tone,R
river,Kh9h,10.0,0,13,rainbow,
river,Td3h,10.0,0,13,rainbow,
river,5s6s,10.0,0,13,rainbow,
river,5c6c,10.0,0,12,rainbow,R
river,3c3h,10.0,0,13,rainbow,C
river,6h9h,10.0,0,13,two-tone,
river,2d7d,10.0,0,13,rainbow,C
river,Ah2h,10.0,0,13,two-tone,R
river,3h3s,10.0,0,13,rainbow,C
river,KsAs,10.0,0,13,two-tone,C
river,As9c,10.0,0,13,two-tone,C
river,Js6s,10.0,0,13,rainbow,C
river,7s8h,10.0,0,13,rainbow,
river,6cQc,10.0,0,13,rainbow,C
river,AcJc,10.0,0,13,rainbow,
river,8d5h,10.0,0,13,rainbow,
river,AhAs,10.0,0,13,rainbow,C
river,2c2h,10.0,0,13,rainbow,C
river,3c3s,10.0,0,11,rainbow,C
river,2c8s,10.0,0,13,rainbow,
river,Ad6d,10.0,0,12,two-tone,C
river,5d2d,10.0,0,9,rainbow,C
river,QsQc,10.0,0,12,rainbow,
river,7s7d,10.0,0,12,rainbow,C
river,9sKd,10.0,0,13,rainbow,C
river,2h2c,10.0,0,13,rainbow,C
river,6hQc,10.0,0,13,rainbow,
river,3d2c,10.0,0,13,rainbow,
river,9hTh,10.0,0,12,rainbow,C
river,7h7c,10.0,0,11,rainbow,
river,KhQd,10.0,0,10,rainbow,R
river,JsKd,10.0,0,12,rainbow,C
river,JdAs,10.0,0,13,two-tone,C
river,2s2d,10.0,0,13,rainbow,C
river,KcAs,10.0,0,13,rainbow,
river,TdQh,10.0,0,13,rainbow,C
river,QsAh,10.0,0,12,rainbow,
river,6h4h,10.0,0,12,two-tone,C
river,5s9s,10.0,0,12,rainbow,C
river,Ah2s,10.0,0,13,rainbow,C
river,3dTd,10.0,0,13,two-tone,
river,Ah2h,10.0,0,13,rainbow,C
river,Ad4s,10.0,0,13,rainbow,C
river,8hKc,10.0,0,11,rainbow,C
river,Ah4h,10.0,0,12,rainbow,C
river,5sAd,10.0,0,12,rainbow,C
river,JcJs,10.0,0,12,rainbow,R
river,Ah6c,10.0,0,12,rainbow,C
river,9h9s,10.0,0,13,rainbow,R
river,ThKd,10.0,0,13,rainbow,C
river,4hAh,10.0,0,13,rainbow,C
river,9dAd,10.0,0,13,rainbow,C
river,AdJs,10.0,0,13,rainbow,C
river,KsKh,10.0,0,13,rainbow,R
river,2s2d,10.0,0,12,rainbow,C
river,Jc3h,10.0,0,11,rainbow,C
river,2dKd,10.0,0,13,two-tone,C
river,7d7h,10.0,0,13,rainbow,C
river,JsJh,10.0,0,11,rainbow,C
river,Ts9c,10.0,0,9,rainbow,C
river,8cJd,10.0,0,8,rainbow,
river,Kc2h,10.0,0,11,rainbow,
river,7sAs,10.0,0,11,rainbow,C
river,QhKd,10.0,0,13,rainbow,C
river,QcJc,10.0,0,13,two-tone,C
river,9hJc,10.0,0,13,rainbow,C
river,KdKs,10.0,0,12,two-tone,C
river,8d6s,10.0,0,13,rainbow,
river,TsQs,10.0,0,12,rainbow,R
river,9d8s,10.0,0,12,rainbow,
river,JhTh,10.0,0,12,rainbow,C
river,QdQh,10.0,0,13,rainbow,C
river,Kd6d,10.0,0,12,rainbow,C
river,7d7c,10.0,0,13,rainbow,
river,8c3h,10.0,0,13,rainbow,C
river,Td7d,10.0,0,13,rainbow,C
river,5s6c,10.0,0,13,rainbow,C
river,AcQh,10.0,0,12,rainbow,
river,8dKs,10.0,0,13,rainbow,C
river,9dTd,10.0,0,13,rainbow,C
river,TcTh,10.0,0,11,rainbow,C
river,AhJc,10.0,0,13,rainbow,R
river,8d6d,10.0,0,13,rainbow,C
river,6hKh,10.0,0,12,rainbow,
river,KcKs,10.0,0,13,rainbow,C
river,6c6h,10.0,0,13,rainbow,C
river,KcTd,10.0,0,13,rainbow,C
river,QsJh,10.0,0,13,rainbow,C
river,AsKh,10.0,0,13,two-tone,C
river,KdJh,10.0,0,13,rainbow,
river,As2h,10.0,0,13,rainbow,C
river,7c5c,10.0,0,13,rainbow,
river,Ad3c,10.0,0,11,rainbow,C
river,7h7c,10.0,0,10,rainbow,C
river,9hTc,10.0,0,12,two-tone,C
river,QcJh,10.0,0,12,rainbow,
river,9dAc,10.0,0,12,two-tone,C
river,KdAh,10.0,0,13,two-tone,
river,4c5c,10.0,0,11,rainbow,C
river,5s5d,10.0,0,13,rainbow,C
river,Ac9d,10.0,0,12,rainbow,C
river,Th9h,10.0,0,13,rainbow,
river,ThTd,10.0,0,13,rainbow,C
river,7dKd,10.0,0,13,rainbow,C
river,Ac8s,10.0,0,13,rainbow,C
river,4cKh,10.0,0,13,rainbow,C
river,As9s,10.0,0,13,two-tone,C
river,KsAs,10.0,0,13,rainbow,C
river,ThQc,10.0,0,13,rainbow,C
river,QhKd,10.0,0,13,rainbow,C
river,8d5d,10.0,0,12,rainbow,C
river,JcQc,10.0,0,10,two-tone,C
river,TsKs,10.0,0,13,rainbow,C
river,AsJs,10.0,0,13,rainbow,
river,6h8h,10.0,0,13,two-tone,C
river,7dTh,10.0,0,11,rainbow,
river,9s3s,10.0,0,12,rainbow,C
river,TsJh,10.0,0,13,two-tone,C
river,AsJc,10.0,0,13,rainbow,C
river,8dTs,10.0,0,13,rainbow,C
river,6cAc,10.0,0,13,rainbow,
river,QhAs,10.0,0,13,rainbow,
river,KcQd,10.0,0,13,rainbow,C
river,Js2s,10.0,0,13,rainbow,C
river,AhJd,10.0,0,13,rainbow,C
river,3dTd,10.0,0,7,rainbow,C
river,Ad9h,10.0,0,11,two-tone,C
river,6c3s,10.0,0,12,rainbow,
river,9cKd,10.0,0,11,two-tone,C
river,KsKh,10.0,0,13,rainbow,R
river,KhTh,10.0,0,13,rainbow,C
river,KsJs,10.0,0,13,rainbow,C
river,KhTh,10.0,0,12,rainbow,
river,9hKh,10.0,0,13,rainbow,R
river,9sQh,10.0,0,13,rainbow,R
river,6c2c,10.0,0,13,rainbow,C
river,Kd9d,10.0,0,13,rainbow,C
river,8cQc,10.0,0,12,two-tone,C
river,9cAs,10.0,0,13,rainbow,C
river,3hJh,10.0,0,13,two-tone,C
river,JhKh,10.0,0,13,two-tone,C
river,AdJs,10.0,0,13,rainbow,
river,5s3c,10.0,0,13,rainbow,
river,9cQc,10.0,0,13,rainbow,
river,Js2h,10.0,0,9,rainbow,C
river,Jd9d,10.0,0,9,rainbow,
river,7s5d,10.0,0,9,rainbow,C
river,QhTd,10.0,0,11,rainbow,R
river,Ac3d,10.0,0,13,two-tone,C
river,JsKh,10.0,0,13,rainbow,C
river,2hAd,10.0,0,13,rainbow,C
river,As9s,10.0,0,11,rainbow,C
river,QhQd,10.0,0,11,rainbow,C
river,Qc3d,10.0,0,13,two-tone,
river,5hJd,10.0,0,13,two-tone,C
river,8s3c,10.0,0,13,rainbow,
river,QsKc,10.0,0,13,two-tone,C
river,9s9d,10.0,0,13,rainbow,C
river,5s5c,10.0,0,13,rainbow,R
river,KsQc,10.0,0,13,rainbow,
river,KsAd,10.0,0,13,rainbow,C
river,Ad3s,10.0,0,13,rainbow,
river,KcKd,10.0,0,13,rainbow,
river,2c2d,10.0,0,13,rainbow,
river,4d2s,10.0,0,13,rainbow,
river,3hKd,10.0,0,11,rainbow,C
river,3h2h,10.0,0,13,rainbow,C
river,3dAh,10.0,0,13,two-tone,C
river,7s8c,10.0,0,13,rainbow,
river,8hAs,10.0,0,13,rainbow,C
river,9sJh,10.0,0,13,two-tone,
river,Ks6s,10.0,0,13,rainbow,C
river,5s4h,10.0,0,13,rainbow,C
river,5h3c,10.0,0,13,rainbow,C
river,9s9d,10.0,0,13,rainbow,C
river,2dKc,10.0,0,13,rainbow,C
river,3dJc,10.0,0,13,rainbow,
river,AhKc,10.0,0,12,rainbow,C
river,Ac7s,10.0,0,12,rainbow,
river,KsKc,10.0,0,12,rainbow,
river,KdKs,10.0,0,12,rainbow,C
river,Kh5s,10.0,0,10,rainbow,
river,3cQc,10.0,0,13,two-tone,C
river,5h5s,10.0,0,13,rainbow,R
river,3dAd,10.0,0,13,rainbow,C
river,3cAh,10.0,0,13,rainbow,C
river,5d4d,10.0,0,13,rainbow,C
river,Ah2s,10.0,0,13,rainbow,
river,KsAc,10.0,0,13,rainbow,C
river,As5s,10.0,0,13,rainbow,C
river,TdQs,10.0,0,13,rainbow,C
river,3h7c,10.0,0,13,rainbow,
river,ThTd,10.0,0,13,rainbow,C
river,JsQs,10.0,0,13,rainbow,C
river,QdQc,10.0,0,13,two-tone,C
river,AsQd,10.0,0,13,rainbow,R
river,JcKh,10.0,0,13,two-tone,R
river,9cJc,10.0,0,13,two-tone,C
river,AcQs,10.0,0,13,rainbow,C
river,Kc4c,10.0,0,13,rainbow,C
river,ThAc,10.0,0,13,rainbow,
river,9d8s,10.0,0,13,rainbow,C
river,TsQh,10.0,0,13,rainbow,C
river,TdTc,10.0,0,13,rainbow,C
river,5d4d,10.0,0,13,rainbow,C
river,7c5c,10.0,0,13,rainbow,C
river,QdAs,10.0,0,13,rainbow,C
river,Ah7h,10.0,0,13,rainbow,R
river,KdJh,10.0,0,13,rainbow,C
river,JhKc,10.0,0,13,two-tone,C
river,AhKh,10.0,0,13,rainbow,R
river,6h4h,10.0,0,12,two-tone,C
river,ThTd,10.0,0,13,two-tone,C
river,QcTc,10.0,0,13,rainbow,C
river,Kc8s,10.0,0,13,rainbow,C
river,Kd3h,10.0,0,13,rainbow,
river,5hQh,10.0,0,13,rainbow,C
river,2dQd,10.0,0,13,two-tone,C
river,AdTh,10.0,0,13,rainbow,C
river,KcAd,10.0,0,13,rainbow,C
river,5h5s,10.0,0,13,rainbow,C
river,KcAh,10.0,0,13,rainbow,
river,QhJh,10.0,0,13,rainbow,
river,AsTc,10.0,0,13,rainbow,C
river,AdAs,10.0,0,13,rainbow,C
river,7c3s,10.0,0,12,rainbow,C
river,5dAc,10.0,0,13,rainbow,C
river,3c4d,10.0,0,13,rainbow,C
river,KcTs,10.0,0,13,rainbow,C
river,TsTd,10.0,0,12,rainbow,C
river,KdQd,10.0,0,5,rainbow,C
river,6hJs,10.0,0,6,rainbow,C
river,TcAc,10.0,0,10,rainbow,C
river,6h7h,10.0,0,13,rainbow,C
river,7c9c,10.0,0,12,rainbow,
river,JdTh,10.0,0,13,rainbow,C
river,7sTh,10.0,0,13,rainbow,C
river,4hKs,10.0,0,13,two-tone,C
river,QsTs,10.0,0,13,rainbow,C
river,2h2d,10.0,0,12,rainbow,C
river,6c8c,10.0,0,11,two-tone,
river,8hAh,10.0,0,12,rainbow,C
river,AhTs,10.0,0,13,rainbow,C
river,As2s,10.0,0,13,rainbow,C
river,QsTs,10.0,0,13,rainbow,C
river,2d2h,10.0,0,13,rainbow,
river,3dKs,10.0,0,12,rainbow,
river,Kc9s,10.0,0,12,rainbow,
river,Jc7d,10.0,0,11,rainbow,C
river,7s7h,10.0,0,13,rainbow,C
river,TcJd,10.0,0,13,two-tone,R
river,5hKh,10.0,0,13,rainbow,C
river,2h7c,10.0,0,13,rainbow,C
river,6c5c,10.0,0,13,rainbow,C
river,Kd9c,10.0,0,10,rainbow,C
river,KcAs,10.0,0,12,rainbow,C
river,JdAs,10.0,0,9,rainbow,C
river,7sAc,10.0,0,11,rainbow,C
river,Ts3s,10.0,0,12,rainbow,C
river,9s9h,10.0,0,13,rainbow,R
river,Js9s,10.0,0,13,rainbow,C
river,3cTc,10.0,0,13,rainbow,C
river,QhAh,10.0,0,12,two-tone,C
river,4cKd,10.0,0,11,rainbow,C
river,AcAh,10.0,0,13,rainbow,C
river,5d5c,10.0,0,13,rainbow,C
river,7h9s,10.0,0,13,rainbow,R
river,5d3h,10.0,0,13,two-tone,C
river,2cAc,10.0,0,13,rainbow,C
river,Td9d,10.0,0,13,rainbow,C
river,TdAd,10.0,0,13,rainbow,C
river,5c8s,10.0,0,13,two-tone,C
river,9s6s,10.0,0,12,rainbow,C
river,7cJc,10.0,0,12,rainbow,C
river,5h5s,10.0,0,11,rainbow,
river,7dAh,10.0,0,13,rainbow,C
river,Jh9h,10.0,0,13,rainbow,C
river,8hAh,10.0,0,13,rainbow,C
river,7c7s,10.0,0,13,rainbow,C
river,9s8s,10.0,0,13,two-tone,C
river,AsKs,10.0,0,13,rainbow,R
river,9s9d,10.0,0,13,rainbow,C
river,8h7h,10.0,0,13,rainbow,C
river,Tc7c,10.0,0,13,rainbow,C
river,QdAc,10.0,0,13,rainbow,C
river,Qc8s,10.0,0,13,two-tone,C
river,4d5c,10.0,0,13,rainbow,C
river,JhKs,10.0,0,13,rainbow,C
river,2cKc,10.0,0,13,rainbow,C
river,KdAs,10.0,0,13,rainbow,R
river,9dTh,10.0,0,12,rainbow,C
river,8s7s,10.0,0,12,rainbow,C
river,QcJd,10.0,0,13,rainbow,R
river,KdJd,10.0,0,13,rainbow,C
river,7c7d,10.0,0,12,rainbow,C
river,7c8h,10.0,0,13,rainbow,C
river,Tc8c,10.0,0,13,rainbow,C
river,QcTd,10.0,0,13,two-tone,C
river,AcQd,10.0,0,13,rainbow,C
river,JcTc,10.0,0,13,rainbow,C
river,Qd5d,10.0,0,13,rainbow,
river,Ad8s,10.0,0,13,rainbow,R
river,4sAc,10.0,0,12,two-tone,C
river,8hKh,10.0,0,12,rainbow,R
river,4sJs,10.0,0,12,rainbow,C
river,Qc9d,10.0,0,13,rainbow,C
river,2h2c,10.0,0,13,rainbow,C
river,2d2h,10.0,0,13,rainbow,C
river,9sAh,10.0,0,13,two-tone,C
river,6s5h,10.0,0,13,rainbow,C
river,AdKd,10.0,0,13,rainbow,C
river,8s7h,10.0,0,13,rainbow,C
river,TsQc,10.0,0,13,rainbow,C
river,As9h,10.0,0,13,rainbow,C
river,2hAc,10.0,0,13,two-tone,C
river,ThJd,10.0,0,13,rainbow,C
river,Ks7s,10.0,0,11,rainbow,C
river,9sAd,10.0,0,12,rainbow,C
river,QhQd,10.0,0,13,two-tone,R
river,AsKd,10.0,0,13,rainbow,C
river,8d8h,10.0,0,13,rainbow,C
river,KhJd,10.0,0,13,rainbow,C
river,6d6h,10.0,0,13,rainbow,C
river,8s7s,10.0,0,13,rainbow,C
river,KdQh,10.0,0,13,rainbow,R
river,TdAd,10.0,0,13,rainbow,R
river,KdAd,10.0,0,13,rainbow,C
river,Ad8d,10.0,0,13,rainbow,C
river,KhKs,10.0,0,13,rainbow,C
river,8c8h,10.0,0,13,rainbow,C
river,Tc7d,10.0,0,11,two-tone,C
river,8s6s,10.0,0,13,rainbow,R
river,JsAs,10.0,0,12,rainbow,C
river,8h2d,10.0,0,12,rainbow,
river,2hAh,10.0,0,12,rainbow,C
river,8sJs,10.0,0,13,rainbow,C
river,9sAs,10.0,0,13,two-tone,C
river,Jd7d,10.0,0,13,rainbow,R
river,5cTc,10.0,0,13,two-tone,C
river,7cAd,10.0,0,13,rainbow,C
river,6c6d,10.0,0,13,rainbow,C
river,9cAh,10.0,0,13,rainbow,
river,JdAs,10.0,0,13,rainbow,C
river,8c8h,10.0,0,12,rainbow,C
river,KhKd,10.0,0,12,rainbow,
river,9sQd,10.0,0,13,rainbow,C
river,JhJd,10.0,0,12,rainbow,C
river,Kc3c,10.0,0,13,two-tone,C
river,JsKs,10.0,0,11,rainbow,
river,KhQd,10.0,0,11,rainbow,R
river,Qd9c,10.0,0,13,rainbow,R
river,7dAd,10.0,0,13,rainbow,C
river,3s3d,10.0,0,13,rainbow,C
river,Kc2h,10.0,0,13,two-tone,
river,QhAs,10.0,0,13,two-tone,C
river,QdAd,10.0,0,12,two-tone,C
river,KhJs,10.0,0,13,rainbow,R
river,7cAs,10.0,0,13,rainbow,C
river,8sTs,10.0,0,13,rainbow,C
river,JdJh,10.0,0,13,rainbow,C
river,Kd5d,10.0,0,13,two-tone,C
river,8s7c,10.0,0,13,rainbow,C
river,Ah5h,10.0,0,9,rainbow,C
river,9h8h,10.0,0,9,rainbow,C
river,QcJc,10.0,0,12,two-tone,C
river,6d2h,10.0,0,12,rainbow,
river,JsTs,10.0,0,12,rainbow,
river,9d8d,10.0,0,13,rainbow,C
river,Qh7h,10.0,0,13,rainbow,C
river,4s4d,10.0,0,13,rainbow,C
river,8s9s,10.0,0,13,two-tone,C
river,Ks4h,10.0,0,13,rainbow,C
river,7dJd,10.0,0,13,rainbow,
river,5d7d,10.0,0,13,rainbow,C
river,5sAc,10.0,0,12,rainbow,
river,3s4s,10.0,0,11,rainbow,C
river,As7s,10.0,0,12,rainbow,C
river,8cKd,10.0,0,13,rainbow,C
river,8sAh,10.0,0,13,rainbow,
river,AsJc,10.0,0,13,rainbow,R
river,7h5s,10.0,0,13,rainbow,C
river,5d4d,10.0,0,11,rainbow,R
river,JsAc,10.0,0,12,two-tone,C
river,KdAd,10.0,0,12,rainbow,C
river,8sAs,10.0,0,13,rainbow,C
river,3cQc,10.0,0,12,two-tone,
river,AdQd,10.0,0,12,rainbow,
river,Kc5c,10.0,0,11,rainbow,C
river,KcTc,10.0,0,12,rainbow,C
river,KcQc,10.0,0,12,rainbow,C
river,AhAd,10.0,0,13,rainbow,
river,7s8c,10.0,0,13,two-tone,C
river,TdKd,10.0,0,13,rainbow,C
river,6cAh,10.0,0,13,rainbow,C
river,9h9d,10.0,0,13,two-tone,R
river,AhTd,10.0,0,9,rainbow,C
river,QhAc,10.0,0,9,rainbow,C
river,2s3h,10.0,0,13,rainbow,
river,Ah9c,10.0,0,13,rainbow,
river,As5s,10.0,0,13,rainbow,R
river,KsQs,10.0,0,13,rainbow,C
river,KsAd,10.0,0,13,rainbow,C
river,Kd8s,10.0,0,13,rainbow,C
river,Kc3c,10.0,0,12,two-tone,C
river,KcTc,10.0,0,12,rainbow,C
river,6hAh,10.0,0,13,two-tone,C
