street,hero_hand,spr,in_position,num_players,board_texture,action_history
turn,JhQd,10.0,0,13,two-tone,R
turn,JdKc,10.0,0,13,rainbow,C
turn,KhJc,10.0,0,13,two-tone,C
turn,AhKs,10.0,0,13,rainbow,C
turn,4cAd,10.0,0,13,two-tone,C
turn,7h7d,10.0,0,13,two-tone,R
turn,7sJs,10.0,0,12,two-tone,
turn,AhJh,10.0,0,13,two-tone,C
turn,Ad7d,10.0,0,13,rainbow,C
turn,9hAd,10.0,0,13,rainbow,C
turn,Jd8c,10.0,0,13,two-tone,C
turn,9cKc,10.0,0,9,two-tone,C
turn,JhAs,10.0,0,13,two-tone,C
turn,JsQs,10.0,0,13,two-tone,C
turn,4h4c,10.0,0,13,rainbow,
turn,6cAc,10.0,0,13,rainbow,C
turn,AdQh,10.0,0,13,rainbow,C
turn,9dJh,10.0,0,13,rainbow,C
turn,AhKh,10.0,0,13,rainbow,
turn,9dJd,10.0,0,13,rainbow,R
turn,4hKs,10.0,0,13,rainbow,C
turn,JhKh,10.0,0,13,rainbow,C
turn,7c5s,10.0,0,13,rainbow,C
turn,QcAs,10.0,0,13,two-tone,
turn,JsQh,10.0,0,11,two-tone,R
turn,Ad8c,10.0,0,12,two-tone,
turn,7hKh,10.0,0,8,rainbow,C
turn,9dQc,10.0,0,11,rainbow,C
turn,5h4d,10.0,0,13,rainbow,C
turn,7s7h,10.0,0,13,rainbow,R
turn,QsAc,10.0,0,13,rainbow,
turn,2hAs,10.0,0,13,two-tone,C
turn,7s7c,10.0,0,13,two-tone,R
turn,KhKs,10.0,0,13,rainbow,C
turn,AhAd,10.0,0,13,rainbow,C
turn,Kd9d,10.0,0,9,two-tone,C
turn,KhQc,10.0,0,9,rainbow,C
turn,7cKd,10.0,0,9,rainbow,C
turn,QdTh,10.0,0,9,rainbow,C
turn,8hAd,10.0,0,9,rainbow,
turn,QcTc,10.0,0,9,rainbow,C
turn,Tc9h,10.0,0,13,two-tone,
turn,8h8d,10.0,0,11,rainbow,C
turn,AdQc,10.0,0,11,rainbow,C
turn,Jh9d,10.0,0,13,rainbow,C
turn,KhJh,10.0,0,13,two-tone,R
turn,QhAs,10.0,0,13,two-tone,C
turn,3s7h,10.0,0,13,rainbow,
turn,KcTc,10.0,0,11,two-tone,
turn,Ad9h,10.0,0,12,rainbow,
turn,KcQs,10.0,0,13,two-tone,C
turn,JdTd,10.0,0,12,two-tone,C
turn,AdKs,10.0,0,12,rainbow,
turn,7d2h,10.0,0,12,rainbow,
turn,8d6d,10.0,0,13,two-tone,C
turn,5s5d,10.0,0,13,rainbow,C
turn,JdQh,10.0,0,13,two-tone,C
turn,Th6h,10.0,0,13,rainbow,C
turn,Kc5s,10.0,0,13,rainbow,C
turn,Js2s,10.0,0,13,rainbow,C
turn,Ah3h,10.0,0,13,two-tone,C
turn,3sKs,10.0,0,13,two-tone,C
turn,AcTd,10.0,0,13,two-tone,
turn,7d7s,10.0,0,13,rainbow,
turn,ThAh,10.0,0,13,two-tone,C
turn,6d6s,10.0,0,13,rainbow,C
turn,4dKh,10.0,0,13,two-tone,
turn,Ah9h,10.0,0,13,rainbow,
turn,Qc9c,10.0,0,11,rainbow,C
turn,9cJs,10.0,0,11,two-tone,C
turn,Td8h,10.0,0,13,rainbow,
turn,KdJh,10.0,0,13,rainbow,C
turn,Ah6s,10.0,0,13,rainbow,
turn,AhKh,10.0,0,13,two-tone,
turn,4hTh,10.0,0,13,rainbow,R
turn,8dKs,10.0,0,13,two-tone,C
turn,4d5d,10.0,0,13,two-tone,C
turn,Kd8d,10.0,0,13,two-tone,C
turn,TsAs,10.0,0,13,rainbow,C
turn,TdQh,10.0,0,11,two-tone,C
turn,KcKd,10.0,0,12,rainbow,
turn,Js8c,10.0,0,12,rainbow,C
turn,JdTh,10.0,0,13,rainbow,R
turn,ThAc,10.0,0,12,rainbow,C
turn,TsQs,10.0,0,12,rainbow,C
turn,Kc3s,10.0,0,13,rainbow,C
turn,QsQh,10.0,0,13,two-tone,
turn,AhTh,10.0,0,13,two-tone,C
turn,Ac8c,10.0,0,13,rainbow,C
turn,2d9h,10.0,0,13,rainbow,
turn,JdTd,10.0,0,13,rainbow,C
turn,AhQc,10.0,0,13,rainbow,C
turn,3dTs,10.0,0,11,two-tone,
turn,3s4d,10.0,0,13,rainbow,C
turn,KdQc,10.0,0,13,two-tone,C
turn,9hKd,10.0,0,13,rainbow,
turn,6d4d,10.0,0,13,rainbow,C
turn,KdAd,10.0,0,13,rainbow,C
turn,9c9d,10.0,0,13,rainbow,
turn,7hKs,10.0,0,12,rainbow,
turn,KsJc,10.0,0,13,rainbow,C
turn,8dAd,10.0,0,13,two-tone,C
turn,9hAh,10.0,0,13,two-tone,C
turn,QsQc,10.0,0,11,rainbow,
turn,JdAc,10.0,0,13,two-tone,C
turn,8s8d,10.0,0,13,rainbow,C
turn,3c3s,10.0,0,13,rainbow,C
turn,TsAc,10.0,0,13,rainbow,C
turn,5c9c,10.0,0,13,two-tone,C
turn,KdTs,10.0,0,13,two-tone,R
turn,QhKh,10.0,0,13,two-tone,C
turn,AhKd,10.0,0,12,rainbow,C
turn,7sJs,10.0,0,12,two-tone,C
turn,8s8d,10.0,0,12,rainbow,C
turn,JcKs,10.0,0,12,two-tone,C
turn,9h9c,10.0,0,12,two-tone,C
turn,JsJh,10.0,0,13,rainbow,C
turn,KcQh,10.0,0,13,two-tone,C
turn,Ad5s,10.0,0,13,rainbow,C
turn,TcJh,10.0,0,13,rainbow,C
turn,7s6h,10.0,0,13,rainbow,
turn,TcJc,10.0,0,12,rainbow,C
turn,9h2h,10.0,0,6,rainbow,
turn,9dJd,10.0,0,7,rainbow,
turn,9sQh,10.0,0,9,two-tone,C
turn,QsQc,10.0,0,13,two-tone,R
turn,AsQd,10.0,0,13,two-tone,C
turn,TsTd,10.0,0,13,two-tone,R
turn,Kh9h,10.0,0,13,rainbow,
turn,Td3h,10.0,0,13,rainbow,
turn,5s6s,10.0,0,13,rainbow,
turn,5c6c,10.0,0,12,two-tone,R
turn,3c3h,10.0,0,13,rainbow,C
turn,6h9h,10.0,0,13,two-tone,
turn,2d7d,10.0,0,13,rainbow,C
turn,Ah2h,10.0,0,13,two-tone,R
turn,3h3s,10.0,0,13,two-tone,C
turn,KsAs,10.0,0,13,two-tone,C
turn,As9c,10.0,0,13,two-tone,C
turn,Js6s,10.0,0,13,rainbow,C
turn,7s8h,10.0,0,13,rainbow,
turn,6cQc,10.0,0,13,rainbow,C
turn,AcJc,10.0,0,13,rainbow,
turn,8d5h,10.0,0,13,rainbow,
turn,AhAs,10.0,0,13,two-tone,C
turn,2c2h,10.0,0,13,rainbow,C
turn,3c3s,10.0,0,11,rainbow,C
turn,2c8s,10.0,0,13,rainbow,
turn,Ad6d,10.0,0,12,two-tone,C
turn,5d2d,10.0,0,9,rainbow,C
turn,QsQc,10.0,0,12,rainbow,
turn,7s7d,10.0,0,12,rainbow,C
turn,9sKd,10.0,0,13,rainbow,C
turn,2h2c,10.0,0,13,rainbow,C
turn,6hQc,10.0,0,13,rainbow,
turn,3d2c,10.0,0,13,rainbow,
turn,9hTh,10.0,0,12,rainbow,C
turn,7h7c,10.0,0,11,rainbow,
turn,KhQd,10.0,0,10,two-tone,R
turn,JsKd,10.0,0,12,rainbow,C
turn,JdAs,10.0,0,13,two-tone,C
turn,2s2d,10.0,0,13,rainbow,C
turn,KcAs,10.0,0,13,rainbow,
turn,TdQh,10.0,0,13,rainbow,C
turn,QsAh,10.0,0,12,rainbow,
turn,6h4h,10.0,0,12,two-tone,C
turn,5s9s,10.0,0,12,rainbow,C
turn,Ah2s,10.0,0,13,rainbow,C
turn,3dTd,10.0,0,13,two-tone,
turn,Ah2h,10.0,0,13,rainbow,C
turn,Ad4s,10.0,0,13,rainbow,C
turn,8hKc,10.0,0,11,rainbow,C
turn,Ah4h,10.0,0,12,rainbow,C
turn,5sAd,10.0,0,12,rainbow,C
turn,JcJs,10.0,0,12,two-tone,R
turn,Ah6c,10.0,0,12,two-tone,C
turn,9h9s,10.0,0,13,rainbow,R
turn,ThKd,10.0,0,13,rainbow,C
turn,4hAh,10.0,0,13,rainbow,C
turn,9dAd,10.0,0,13,rainbow,C
turn,AdJs,10.0,0,13,rainbow,C
turn,KsKh,10.0,0,13,rainbow,R
turn,2s2d,10.0,0,12,rainbow,C
turn,Jc3h,10.0,0,11,rainbow,C
turn,2dKd,10.0,0,13,two-tone,C
turn,7d7h,10.0,0,13,rainbow,C
turn,JsJh,10.0,0,11,rainbow,C
turn,Ts9c,10.0,0,9,rainbow,C
turn,8cJd,10.0,0,8,rainbow,
turn,Kc2h,10.0,0,11,rainbow,
turn,7sAs,10.0,0,11,rainbow,C
turn,QhKd,10.0,0,13,rainbow,C
turn,QcJc,10.0,0,13,two-tone,C
turn,9hJc,10.0,0,13,rainbow,C
turn,KdKs,10.0,0,12,two-tone,C
turn,8d6s,10.0,0,13,rainbow,
turn,TsQs,10.0,0,12,rainbow,R
turn,9d8s,10.0,0,12,rainbow,
turn,JhTh,10.0,0,12,rainbow,C
turn,QdQh,10.0,0,13,rainbow,C
turn,Kd6d,10.0,0,12,rainbow,C
turn,7d7c,10.0,0,13,two-tone,
turn,8c3h,10.0,0,13,rainbow,C
turn,Td7d,10.0,0,13,rainbow,C
turn,5s6c,10.0,0,13,rainbow,C
turn,AcQh,10.0,0,12,rainbow,
turn,8dKs,10.0,0,13,rainbow,C
turn,9dTd,10.0,0,13,rainbow,C
turn,TcTh,10.0,0,11,two-tone,C
turn,AhJc,10.0,0,13,two-tone,R
turn,8d6d,10.0,0,13,rainbow,C
turn,6hKh,10.0,0,12,two-tone,
turn,KcKs,10.0,0,13,rainbow,C
turn,6c6h,10.0,0,13,rainbow,C
turn,KcTd,10.0,0,13,rainbow,C
turn,QsJh,10.0,0,13,two-tone,C
turn,AsKh,10.0,0,13,two-tone,C
turn,KdJh,10.0,0,13,rainbow,
turn,As2h,10.0,0,13,rainbow,C
turn,7c5c,10.0,0,13,rainbow,
turn,Ad3c,10.0,0,11,rainbow,C
turn,7h7c,10.0,0,10,rainbow,C
turn,9hTc,10.0,0,12,two-tone,C
turn,QcJh,10.0,0,12,rainbow,C
turn,9dAc,10.0,0,12,two-tone,C
turn,KdAh,10.0,0,13,two-tone,C
turn,4c5c,10.0,0,11,rainbow,C
turn,5s5d,10.0,0,13,two-tone,C
turn,Ac9d,10.0,0,12,rainbow,C
turn,Th9h,10.0,0,13,rainbow,
turn,ThTd,10.0,0,13,rainbow,C
turn,7dKd,10.0,0,13,rainbow,C
turn,Ac8s,10.0,0,13,two-tone,C
turn,4cKh,10.0,0,13,rainbow,C
turn,As9s,10.0,0,13,two-tone,C
turn,KsAs,10.0,0,13,rainbow,C
turn,ThQc,10.0,0,13,rainbow,C
turn,QhKd,10.0,0,13,two-tone,C
turn,8d5d,10.0,0,12,rainbow,C
turn,JcQc,10.0,0,10,two-tone,C
turn,TsKs,10.0,0,13,rainbow,C
turn,AsJs,10.0,0,13,rainbow,
turn,6h8h,10.0,0,13,two-tone,C
turn,7dTh,10.0,0,11,two-tone,
turn,9s3s,10.0,0,12,two-tone,C
turn,TsJh,10.0,0,13,two-tone,C
turn,AsJc,10.0,0,13,rainbow,C
turn,8dTs,10.0,0,13,rainbow,C
turn,6cAc,10.0,0,13,rainbow,
turn,QhAs,10.0,0,13,rainbow,
turn,KcQd,10.0,0,13,rainbow,C
turn,Js2s,10.0,0,13,rainbow,C
turn,AhJd,10.0,0,13,rainbow,C
turn,3dTd,10.0,0,7,rainbow,C
turn,Ad9h,10.0,0,11,two-tone,C
turn,6c3s,10.0,0,12,rainbow,
turn,9cKd,10.0,0,11,two-tone,C
turn,KsKh,10.0,0,13,rainbow,R
turn,KhTh,10.0,0,13,rainbow,C
turn,KsJs,10.0,0,13,rainbow,C
turn,KhTh,10.0,0,12,rainbow,C
turn,9hKh,10.0,0,13,rainbow,R
turn,9sQh,10.0,0,13,rainbow,R
turn,6c2c,10.0,0,13,rainbow,C
turn,Kd9d,10.0,0,13,rainbow,C
turn,8cQc,10.0,0,12,two-tone,C
turn,9cAs,10.0,0,13,rainbow,C
turn,3hJh,10.0,0,13,two-tone,C
turn,JhKh,10.0,0,13,two-tone,C
turn,AdJs,10.0,0,13,two-tone,
turn,5s3c,10.0,0,13,rainbow,
turn,9cQc,10.0,0,13,rainbow,
turn,Js2h,10.0,0,9,rainbow,C
turn,Jd9d,10.0,0,9,rainbow,
turn,7s5d,10.0,0,9,rainbow,C
turn,QhTd,10.0,0,11,rainbow,R
turn,Ac3d,10.0,0,13,two-tone,C
turn,JsKh,10.0,0,13,rainbow,C
turn,2hAd,10.0,0,13,rainbow,C
turn,As9s,10.0,0,11,rainbow,C
turn,QhQd,10.0,0,11,rainbow,C
turn,Qc3d,10.0,0,13,two-tone,
turn,5hJd,10.0,0,13,two-tone,C
turn,8s3c,10.0,0,13,rainbow,
turn,QsKc,10.0,0,13,two-tone,C
turn,9s9d,10.0,0,13,two-tone,C
turn,5s5c,10.0,0,13,rainbow,R
turn,KsQc,10.0,0,13,rainbow,
turn,KsAd,10.0,0,13,rainbow,C
turn,Ad3s,10.0,0,13,two-tone,
turn,KcKd,10.0,0,13,two-tone,
turn,2c2d,10.0,0,13,rainbow,
turn,4d2s,10.0,0,13,rainbow,
turn,3hKd,10.0,0,11,rainbow,C
turn,3h2h,10.0,0,13,rainbow,C
turn,3dAh,10.0,0,13,two-tone,C
turn,7s8c,10.0,0,13,rainbow,
turn,8hAs,10.0,0,13,two-tone,C
turn,9sJh,10.0,0,13,two-tone,
turn,Ks6s,10.0,0,13,two-tone,C
turn,5s4h,10.0,0,13,rainbow,C
turn,5h3c,10.0,0,13,rainbow,C
turn,9s9d,10.0,0,13,two-tone,C
turn,2dKc,10.0,0,13,rainbow,C
turn,3dJc,10.0,0,13,rainbow,
turn,AhKc,10.0,0,12,rainbow,C
turn,Ac7s,10.0,0,12,rainbow,
turn,KsKc,10.0,0,12,rainbow,
turn,KdKs,10.0,0,12,rainbow,C
turn,Kh5s,10.0,0,10,two-tone,
turn,3cQc,10.0,0,13,two-tone,C
turn,5h5s,10.0,0,13,two-tone,R
turn,3dAd,10.0,0,13,two-tone,C
turn,3cAh,10.0,0,13,rainbow,C
turn,5d4d,10.0,0,13,rainbow,C
turn,Ah2s,10.0,0,13,rainbow,
turn,KsAc,10.0,0,13,two-tone,C
turn,As5s,10.0,0,13,rainbow,C
turn,TdQs,10.0,0,13,rainbow,C
turn,3h7c,10.0,0,13,rainbow,
turn,ThTd,10.0,0,13,rainbow,C
turn,JsQs,10.0,0,13,two-tone,C
turn,QdQc,10.0,0,13,two-tone,C
turn,AsQd,10.0,0,13,rainbow,R
turn,JcKh,10.0,0,13,two-tone,R
turn,9cJc,10.0,0,13,two-tone,C
turn,AcQs,10.0,0,13,rainbow,C
turn,Kc4c,10.0,0,13,rainbow,C
turn,ThAc,10.0,0,13,rainbow,
turn,9d8s,10.0,0,13,rainbow,C
turn,TsQh,10.0,0,13,rainbow,C
turn,TdTc,10.0,0,13,two-tone,C
turn,5d4d,10.0,0,13,two-tone,C
turn,7c5c,10.0,0,13,rainbow,C
turn,QdAs,10.0,0,13,rainbow,C
turn,Ah7h,10.0,0,13,rainbow,R
turn,KdJh,10.0,0,13,rainbow,C
turn,JhKc,10.0,0,13,two-tone,C
turn,AhKh,10.0,0,13,rainbow,R
turn,6h4h,10.0,0,12,two-tone,C
turn,ThTd,10.0,0,13,two-tone,C
turn,QcTc,10.0,0,13,rainbow,C
turn,Kc8s,10.0,0,13,two-tone,C
turn,Kd3h,10.0,0,13,two-tone,
turn,5hQh,10.0,0,13,rainbow,C
turn,2dQd,10.0,0,13,two-tone,C
turn,AdTh,10.0,0,13,rainbow,C
turn,KcAd,10.0,0,13,rainbow,C
turn,5h5s,10.0,0,13,rainbow,C
turn,KcAh,10.0,0,13,rainbow,
turn,QhJh,10.0,0,13,two-tone,
turn,AsTc,10.0,0,13,rainbow,C
turn,AdAs,10.0,0,13,rainbow,C
turn,7c3s,10.0,0,12,rainbow,C
turn,5dAc,10.0,0,13,two-tone,C
turn,3c4d,10.0,0,13,rainbow,C
turn,KcTs,10.0,0,13,rainbow,C
turn,TsTd,10.0,0,12,rainbow,C
turn,KdQd,10.0,0,5,rainbow,C
turn,6hJs,10.0,0,6,rainbow,C
turn,TcAc,10.0,0,10,rainbow,C
turn,6h7h,10.0,0,13,rainbow,C
turn,7c9c,10.0,0,12,two-tone,
turn,JdTh,10.0,0,13,rainbow,C
turn,7sTh,10.0,0,13,rainbow,C
turn,4hKs,10.0,0,13,two-tone,C
turn,QsTs,10.0,0,13,rainbow,C
turn,2h2d,10.0,0,12,rainbow,C
turn,6c8c,10.0,0,11,two-tone,
turn,8hAh,10.0,0,12,rainbow,C
turn,AhTs,10.0,0,13,two-tone,C
turn,As2s,10.0,0,13,rainbow,C
turn,QsTs,10.0,0,13,two-tone,C
turn,2d2h,10.0,0,13,rainbow,
turn,3dKs,10.0,0,12,two-tone,
turn,Kc9s,10.0,0,12,rainbow,
turn,Jc7d,10.0,0,11,rainbow,C
turn,7s7h,10.0,0,13,rainbow,C
turn,TcJd,10.0,0,13,two-tone,R
turn,5hKh,10.0,0,13,rainbow,C
turn,2h7c,10.0,0,13,rainbow,C
turn,6c5c,10.0,0,13,rainbow,C
turn,Kd9c,10.0,0,10,two-tone,C
turn,KcAs,10.0,0,12,rainbow,C
turn,JdAs,10.0,0,9,rainbow,C
turn,7sAc,10.0,0,11,rainbow,C
turn,Ts3s,10.0,0,12,rainbow,C
turn,9s9h,10.0,0,13,two-tone,R
turn,Js9s,10.0,0,13,rainbow,C
turn,3cTc,10.0,0,13,rainbow,C
turn,QhAh,10.0,0,12,two-tone,C
turn,4cKd,10.0,0,11,rainbow,C
turn,AcAh,10.0,0,13,rainbow,C
turn,5d5c,10.0,0,13,rainbow,C
turn,7h9s,10.0,0,13,two-tone,R
turn,5d3h,10.0,0,13,two-tone,C
turn,2cAc,10.0,0,13,rainbow,C
turn,Td9d,10.0,0,13,rainbow,C
turn,TdAd,10.0,0,13,rainbow,C
turn,5c8s,10.0,0,13,two-tone,C
turn,9s6s,10.0,0,12,rainbow,C
turn,7cJc,10.0,0,12,rainbow,C
turn,5h5s,10.0,0,11,rainbow,
turn,7dAh,10.0,0,13,rainbow,C
turn,Jh9h,10.0,0,13,rainbow,C
turn,8hAh,10.0,0,13,two-tone,C
turn,7c7s,10.0,0,13,rainbow,C
turn,9s8s,10.0,0,13,two-tone,C
turn,AsKs,10.0,0,13,rainbow,R
turn,9s9d,10.0,0,13,rainbow,C
turn,8h7h,10.0,0,13,rainbow,C
turn,Tc7c,10.0,0,13,rainbow,C
turn,QdAc,10.0,0,13,rainbow,C
turn,Qc8s,10.0,0,13,two-tone,C
turn,4d5c,10.0,0,13,rainbow,C
turn,JhKs,10.0,0,13,two-tone,C
turn,2cKc,10.0,0,13,two-tone,C
turn,KdAs,10.0,0,13,two-tone,R
turn,9dTh,10.0,0,12,rainbow,C
turn,8s7s,10.0,0,12,rainbow,C
turn,QcJd,10.0,0,13,rainbow,R
turn,KdJd,10.0,0,13,rainbow,C
turn,7c7d,10.0,0,12,rainbow,C
turn,7c8h,10.0,0,13,rainbow,C
turn,Tc8c,10.0,0,13,two-tone,C
turn,QcTd,10.0,0,13,two-tone,C
turn,AcQd,10.0,0,13,two-tone,C
turn,JcTc,10.0,0,13,rainbow,C
turn,Qd5d,10.0,0,13,rainbow,
turn,Ad8s,10.0,0,13,two-tone,R
turn,4sAc,10.0,0,12,two-tone,C
turn,8hKh,10.0,0,12,rainbow,R
turn,4sJs,10.0,0,12,two-tone,C
turn,Qc9d,10.0,0,13,two-tone,C
turn,2h2c,10.0,0,13,rainbow,C
turn,2d2h,10.0,0,13,rainbow,C
turn,9sAh,10.0,0,13,two-tone,C
turn,6s5h,10.0,0,13,rainbow,C
turn,AdKd,10.0,0,13,two-tone,C
turn,8s7h,10.0,0,13,two-tone,C
turn,TsQc,10.0,0,13,rainbow,C
turn,As9h,10.0,0,13,two-tone,C
turn,2hAc,10.0,0,13,two-tone,C
turn,ThJd,10.0,0,13,rainbow,C
turn,Ks7s,10.0,0,11,rainbow,C
turn,9sAd,10.0,0,12,rainbow,C
turn,QhQd,10.0,0,13,two-tone,R
turn,AsKd,10.0,0,13,rainbow,C
turn,8d8h,10.0,0,13,rainbow,C
turn,KhJd,10.0,0,13,rainbow,C
turn,6d6h,10.0,0,13,rainbow,C
turn,8s7s,10.0,0,13,rainbow,C
turn,KdQh,10.0,0,13,two-tone,R
turn,TdAd,10.0,0,13,rainbow,R
turn,KdAd,10.0,0,13,rainbow,C
turn,Ad8d,10.0,0,13,rainbow,C
turn,KhKs,10.0,0,13,rainbow,C
turn,8c8h,10.0,0,13,rainbow,C
turn,Tc7d,10.0,0,11,two-tone,C
turn,8s6s,10.0,0,13,rainbow,R
turn,JsAs,10.0,0,12,rainbow,C
turn,8h2d,10.0,0,12,rainbow,
turn,2hAh,10.0,0,12,two-tone,C
turn,8sJs,10.0,0,13,two-tone,C
turn,9sAs,10.0,0,13,two-tone,C
turn,Jd7d,10.0,0,13,rainbow,R
turn,5cTc,10.0,0,13,two-tone,C
turn,7cAd,10.0,0,13,rainbow,C
turn,6c6d,10.0,0,13,rainbow,C
turn,9cAh,10.0,0,13,two-tone,
turn,JdAs,10.0,0,13,rainbow,C
turn,8c8h,10.0,0,12,rainbow,C
turn,KhKd,10.0,0,12,rainbow,
turn,9sQd,10.0,0,13,rainbow,C
turn,JhJd,10.0,0,12,rainbow,C
turn,Kc3c,10.0,0,13,two-tone,C
turn,JsKs,10.0,0,11,rainbow,
turn,KhQd,10.0,0,11,rainbow,R
turn,Qd9c,10.0,0,13,rainbow,R
turn,7dAd,10.0,0,13,rainbow,C
turn,3s3d,10.0,0,13,rainbow,C
turn,Kc2h,10.0,0,13,two-tone,
turn,QhAs,10.0,0,13,two-tone,C
turn,QdAd,10.0,0,12,two-tone,C
turn,KhJs,10.0,0,13,rainbow,R
turn,7cAs,10.0,0,13,rainbow,C
turn,8sTs,10.0,0,13,rainbow,C
turn,JdJh,10.0,0,13,rainbow,C
turn,Kd5d,10.0,0,13,two-tone,C
turn,8s7c,10.0,0,13,rainbow,C
turn,Ah5h,10.0,0,9,rainbow,C
turn,9h8h,10.0,0,9,rainbow,C
turn,QcJc,10.0,0,12,two-tone,C
turn,6d2h,10.0,0,12,rainbow,
turn,JsTs,10.0,0,12,rainbow,
turn,9d8d,10.0,0,13,rainbow,C
turn,Qh7h,10.0,0,13,two-tone,C
turn,4s4d,10.0,0,13,rainbow,C
turn,8s9s,10.0,0,13,two-tone,C
turn,Ks4h,10.0,0,13,rainbow,C
turn,7dJd,10.0,0,13,two-tone,
turn,5d7d,10.0,0,13,two-tone,C
turn,5sAc,10.0,0,12,rainbow,
turn,3s4s,10.0,0,11,rainbow,C
turn,As7s,10.0,0,12,two-tone,C
turn,8cKd,10.0,0,13,rainbow,C
